input,output
Header Search Button,"DESCRIPTION:
A navigation header with a search button that is responsive, mobile-first, and accessible.
COMPONENTS:
- Navbar: (standalone) - the main navigation header
- SearchButton: (standalone) - a button to trigger search functionality
HTML:
<header class=""flex justify-between p-4""><nav class=""w-full md:w-1/2""><Navbar/></nav><SearchButton/></header>
COMPONENT HTML:
Navbar:
<nav class=""flex justify-between""><ul class=""flex justify-between mb-0 list-none""><li class=""mr-4""><a href=""#"" class=""text-blue-600"">{nav_item_1}</a></li><li class=""mr-4""><a href=""#"" class=""text-blue-600"">{nav_item_2}</a></li><!-- Add more list items as needed --></ul></nav>
SearchButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded""><span class=""sr-only"">Search</span><i class=""fas fa-search"" aria-hidden=""true""></i></button>"
Header Search Button,"DESCRIPTION:
A navigation header with a search button that is responsive, mobile-first, and accessible.
COMPONENTS:
- Navbar: (standalone) - the main navigation header
- SearchButton: (standalone) - a button to trigger search functionality
HTML:
<header class=""flex justify-between p-4""><nav class=""w-full md:w-1/2""><Navbar/></nav><SearchButton/></header>
COMPONENT HTML:
Navbar:
<nav class=""flex justify-between""><ul class=""flex justify-between mb-0 list-none""><li class=""mr-4""><a href=""#"" class=""text-blue-600"">{nav_item_1}</a></li><li class=""mr-4""><a href=""#"" class=""text-blue-600"">{nav_item_2}</a></li><!-- Add more list items as needed --></ul></nav>
SearchButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded""><span class=""sr-only"">Search</span><i class=""fas fa-search"" aria-hidden=""true""></i></button>"
Header Search Button,"DESCRIPTION:
A navigation header with a search button that is responsive, mobile-first, and accessible.
COMPONENTS:
- Navbar: (standalone) - the main navigation header
- SearchButton: (standalone) - a button to trigger search functionality
HTML:
<header class=""flex justify-between p-4""><nav class=""w-full md:w-1/2""><Navbar/></nav><SearchButton/></header>
COMPONENT HTML:
Navbar:
<nav class=""flex justify-between""><ul class=""flex justify-between mb-0 list-none""><li class=""mr-4""><a href=""#"" class=""text-blue-600"">{nav_item_1}</a></li><li class=""mr-4""><a href=""#"" class=""text-blue-600"">{nav_item_2}</a></li><!-- Add more list items as needed --></ul></nav>
SearchButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded""><span class=""sr-only"">Search</span><i class=""fas fa-search"" aria-hidden=""true""></i></button>"
Header Search Button,"DESCRIPTION:
A navigation header with a search button that is responsive, mobile-first, and accessible.
COMPONENTS:
- Navbar: (standalone) - the main navigation header
- SearchButton: (standalone) - a button to trigger search functionality
HTML:
<header class=""flex justify-between p-4""><nav class=""w-full md:w-1/2""><Navbar/></nav><SearchButton/></header>
COMPONENT HTML:
Navbar:
<nav class=""flex justify-between""><ul class=""flex justify-between mb-0 list-none""><li class=""mr-4""><a href=""#"" class=""text-blue-600"">{nav_item_1}</a></li><li class=""mr-4""><a href=""#"" class=""text-blue-600"">{nav_item_2}</a></li><!-- Add more list items as needed --></ul></nav>
SearchButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded""><span class=""sr-only"">Search</span><i class=""fas fa-search"" aria-hidden=""true""></i></button>"
Featured Product Price Tag,"DESCRIPTION:
The UI should display a featured product price tag with a discounted price, original price, and a percentage discount. The design should be responsive, mobile-first, and accessible.
COMPONENTS:
- FeaturedPriceTag: (standalone): Display the featured product price tag.
- DiscountBadge: (standalone): Display the percentage discount badge.
HTML:
<div class=""flex flex-wrap items-center mb-4""><FeaturedPriceTag/></div>
COMPONENT HTML:
FeaturedPriceTag:
<div class=""bg-gray-100 p-2 rounded""><p class=""text-lg font-bold"">{newPrice}</p><p class=""text-gray-500 line-through"">{originalPrice}</p><DiscountBadge/></div>
DiscountBadge:
<span class=""bg-orange-200 text-orange-600 px-2 py-1 rounded"">{discountPercentage}% off</span>"
Featured Product Price Tag,"DESCRIPTION:
The UI should display a featured product price tag with a discounted price, original price, and a percentage discount. The design should be responsive, mobile-first, and accessible.
COMPONENTS:
- FeaturedPriceTag: (standalone): Display the featured product price tag.
- DiscountBadge: (standalone): Display the percentage discount badge.
HTML:
<div class=""flex flex-wrap items-center mb-4""><FeaturedPriceTag/></div>
COMPONENT HTML:
FeaturedPriceTag:
<div class=""bg-gray-100 p-2 rounded""><p class=""text-lg font-bold"">{newPrice}</p><p class=""text-gray-500 line-through"">{originalPrice}</p><DiscountBadge/></div>
DiscountBadge:
<span class=""bg-orange-200 text-orange-600 px-2 py-1 rounded"">{discountPercentage}% off</span>"
Integrations Hub: Connect third-party apps,"DESCRIPTION:
The UI should be a card-based layout that displays a list of integrations. Each card should have a logo of the third-party app, a brief description, and a Connect button. The layout should be responsive, with the cards stacking vertically on mobile devices and displaying in a grid on larger screens.
COMPONENTS:
- IntegrationCard: A standalone component that represents a single integration.
- IntegrationsList: A component that takes children (IntegrationCard components) and displays them in a responsive grid.
HTML:
<section class=""container mx-auto p-4 pt-6 pb-10""><h1 class=""text-3xl font-bold mb-4"">Integrations Hub</h1><IntegrationsList><IntegrationCard/><IntegrationCard/><!-- Repeat IntegrationCard components for each integration --></IntegrationsList></section>
COMPONENT HTML:
IntegrationCard:
<div class=""bg-white shadow-md rounded p-4 mb-4 hover:shadow-lg""><div class=""flex items-center mb-2""><img src=""{integration_logo_url}"" alt=""{integration_name}"" class=""w-8 h-8 mr-2""/><h2 class=""text-lg font-bold"">{integration_name}</h2></div><p class=""text-gray-600"">{integration_description}</p><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Connect</button></div>
IntegrationsList:
<ul class=""flex flex-wrap justify-center mb-4"">{children}</ul>"
Integrations Hub: Connect third-party apps,"DESCRIPTION:
The UI should be a card-based layout that displays a list of integrations. Each card should have a logo of the third-party app, a brief description, and a Connect button. The layout should be responsive, with the cards stacking vertically on mobile devices and displaying in a grid on larger screens.
COMPONENTS:
- IntegrationCard: A standalone component that represents a single integration.
- IntegrationsList: A component that takes children (IntegrationCard components) and displays them in a responsive grid.
HTML:
<section class=""container mx-auto p-4 pt-6 pb-10""><h1 class=""text-3xl font-bold mb-4"">Integrations Hub</h1><IntegrationsList><IntegrationCard/><IntegrationCard/><!-- Repeat IntegrationCard components for each integration --></IntegrationsList></section>
COMPONENT HTML:
IntegrationCard:
<div class=""bg-white shadow-md rounded p-4 mb-4 hover:shadow-lg""><div class=""flex items-center mb-2""><img src=""{integration_logo_url}"" alt=""{integration_name}"" class=""w-8 h-8 mr-2""/><h2 class=""text-lg font-bold"">{integration_name}</h2></div><p class=""text-gray-600"">{integration_description}</p><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Connect</button></div>
IntegrationsList:
<ul class=""flex flex-wrap justify-center mb-4"">{children}</ul>"
Testimonial Quote Text,"DESCRIPTION:
The UI should display a quote from a person, with their name and occupation below the quote. The quote should be the main focus, with the person's information secondary. The UI should be responsive and accessible.
COMPONENTS:
- QuoteText: standalone, displays the quote text
- PersonInfo: standalone, displays the person's name and occupation
- Testimonial: takes children, contains the quote text and person information
HTML:
<div class=""max-w-md mx-auto p-4 md:p-6 lg:p-8""><Testimonial><QuoteText/><PersonInfo/></Testimonial></div>
COMPONENT HTML:
QuoteText:
<blockquote class=""text-lg font-bold mb-4"">""{quote_text}""</blockquote>
PersonInfo:
<div class=""text-gray-600""><p class=""font-bold"">{person_name}</p><p class=""text-sm"">{person_occupation}</p></div>
Testimonial:
<div class=""flex flex-col items-center"">{children}</div>"
Testimonial Quote Text,"DESCRIPTION:
The UI should display a testimonial quote text with a LARGE font size, light color text on a darker background, and have some padding around it to make it stand out.
COMPONENTS:
- TestimonialQuoteText: standalone component that displays the testimonial quote text.
HTML:
<div class=""bg-neutral-800 p-4 mb-4""><TestimonialQuoteText/></div>
COMPONENT HTML:
TestimonialQuoteText:
<quote class=""text-3xl font-bold text-white"">{testimonial_text}</quote>"
Testimonial Quote Text,"DESCRIPTION:
The UI should display a quote from a person, with their name and occupation below the quote. The quote should be the main focus, with the person's information secondary. The UI should be responsive and accessible.
COMPONENTS:
- QuoteText: standalone, displays the quote text
- PersonInfo: standalone, displays the person's name and occupation
- Testimonial: takes children, contains the quote text and person information
HTML:
<div class=""max-w-md mx-auto p-4 md:p-6 lg:p-8""><Testimonial><QuoteText/><PersonInfo/></Testimonial></div>
COMPONENT HTML:
QuoteText:
<blockquote class=""text-lg font-bold mb-4"">""{quote_text}""</blockquote>
PersonInfo:
<div class=""text-gray-600""><p class=""font-bold"">{person_name}</p><p class=""text-sm"">{person_occupation}</p></div>
Testimonial:
<div class=""flex flex-col items-center"">{children}</div>"
Testimonial Quote Text,"DESCRIPTION:
The UI should display a testimonial quote text with a LARGE font size, light color text on a darker background, and have some padding around it to make it stand out.
COMPONENTS:
- TestimonialQuoteText: standalone component that displays the testimonial quote text.
HTML:
<div class=""bg-neutral-800 p-4 mb-4""><TestimonialQuoteText/></div>
COMPONENT HTML:
TestimonialQuoteText:
<quote class=""text-3xl font-bold text-white"">{testimonial_text}</quote>"
Testimonial Quote Text,"DESCRIPTION:
The UI should display a quote from a person, with their name and occupation below the quote. The quote should be the main focus, with the person's information secondary. The UI should be responsive and accessible.
COMPONENTS:
- QuoteText: standalone, displays the quote text
- PersonInfo: standalone, displays the person's name and occupation
- Testimonial: takes children, contains the quote text and person information
HTML:
<div class=""max-w-md mx-auto p-4 md:p-6 lg:p-8""><Testimonial><QuoteText/><PersonInfo/></Testimonial></div>
COMPONENT HTML:
QuoteText:
<blockquote class=""text-lg font-bold mb-4"">""{quote_text}""</blockquote>
PersonInfo:
<div class=""text-gray-600""><p class=""font-bold"">{person_name}</p><p class=""text-sm"">{person_occupation}</p></div>
Testimonial:
<div class=""flex flex-col items-center"">{children}</div>"
Testimonial Quote Text,"DESCRIPTION:
The UI should display a quote from a person, with their name and occupation below the quote. The quote should be the main focus, with the person's information secondary. The UI should be responsive and accessible.
COMPONENTS:
- QuoteText: standalone, displays the quote text
- PersonInfo: standalone, displays the person's name and occupation
- Testimonial: takes children, contains the quote text and person information
HTML:
<div class=""max-w-md mx-auto p-4 md:p-6 lg:p-8""><Testimonial><QuoteText/><PersonInfo/></Testimonial></div>
COMPONENT HTML:
QuoteText:
<blockquote class=""text-lg font-bold mb-4"">""{quote_text}""</blockquote>
PersonInfo:
<div class=""text-gray-600""><p class=""font-bold"">{person_name}</p><p class=""text-sm"">{person_occupation}</p></div>
Testimonial:
<div class=""flex flex-col items-center"">{children}</div>"
Testimonial Quote Text,"DESCRIPTION:
The UI should display a testimonial quote text with a LARGE font size, light color text on a darker background, and have some padding around it to make it stand out.
COMPONENTS:
- TestimonialQuoteText: standalone component that displays the testimonial quote text.
HTML:
<div class=""bg-neutral-800 p-4 mb-4""><TestimonialQuoteText/></div>
COMPONENT HTML:
TestimonialQuoteText:
<quote class=""text-3xl font-bold text-white"">{testimonial_text}</quote>"
Testimonial Quote Text,"DESCRIPTION:
The UI should display a testimonial quote with a quote text, an author name, and an optional occupation and organization. The quote text should be displayed prominently, and the author information should be displayed below the quote text.
COMPONENTS:
- TestimonialQuote: Standalone component that displays the quote text.
- AuthorInfo: Component that displays the author name, occupation, and organization. Takes children.
- AuthorName: Standalone component that displays the author name.
- AuthorDetails: Standalone component that displays the occupation and organization.
HTML:
<div class=""flex flex-col items-center""><TestimonialQuote/><AuthorInfo><AuthorName/><AuthorDetails/></AuthorInfo></div>
COMPONENT HTML:
TestimonialQuote:
<blockquote class=""text-lg font-serif italic mb-4"">{quote_text}</blockquote>
AuthorInfo:
<div class=""flex items-center mb-2"">{children}</div>
AuthorName:
<p class=""text-base font-bold"">{author_name}</p>
AuthorDetails:
<p class=""text-sm text-gray-600"">{occupation} at {organization}</p>"
Testimonial Quote Text,"DESCRIPTION:
The UI should display a quote from a person, with their name and occupation below the quote. The quote should be the main focus, with the person's information secondary. The UI should be responsive and accessible.
COMPONENTS:
- QuoteText: standalone, displays the quote text
- PersonInfo: standalone, displays the person's name and occupation
- Testimonial: takes children, contains the quote text and person information
HTML:
<div class=""max-w-md mx-auto p-4 md:p-6 lg:p-8""><Testimonial><QuoteText/><PersonInfo/></Testimonial></div>
COMPONENT HTML:
QuoteText:
<blockquote class=""text-lg font-bold mb-4"">""{quote_text}""</blockquote>
PersonInfo:
<div class=""text-gray-600""><p class=""font-bold"">{person_name}</p><p class=""text-sm"">{person_occupation}</p></div>
Testimonial:
<div class=""flex flex-col items-center"">{children}</div>"
Testimonial Author Image,"DESCRIPTION:
A circular image of the testimonial author, displayed to the left of their quote, with a subtle border and shading to give it a slight 3D effect.
COMPONENTS:
- TestimonialAuthorImage: Standalone component
HTML:
<div class=""flex items-center mb-4""><TestimonialAuthorImage/><blockquote class=""ml-4"">{testimonial_quote}</blockquote></div>
COMPONENT HTML:
TestimonialAuthorImage:
<img src={author_image_url} alt={author_name} class=""w-12 h-12 rounded-full border-2 border-gray-200 shadow-md""/>"
Testimonial Author Image,"DESCRIPTION:
A circular image of the testimonial author, displayed to the left of their quote, with a subtle border and shading to give it a slight 3D effect.
COMPONENTS:
- TestimonialAuthorImage: Standalone component
HTML:
<div class=""flex items-center mb-4""><TestimonialAuthorImage/><blockquote class=""ml-4"">{testimonial_quote}</blockquote></div>
COMPONENT HTML:
TestimonialAuthorImage:
<img src={author_image_url} alt={author_name} class=""w-12 h-12 rounded-full border-2 border-gray-200 shadow-md""/>"
Testimonial Author Image,"DESCRIPTION:
A circular image of the testimonial author, displayed to the left of their quote, with a subtle border and shading to give it a slight 3D effect.
COMPONENTS:
- TestimonialAuthorImage: Standalone component
HTML:
<div class=""flex items-center mb-4""><TestimonialAuthorImage/><blockquote class=""ml-4"">{testimonial_quote}</blockquote></div>
COMPONENT HTML:
TestimonialAuthorImage:
<img src={author_image_url} alt={author_name} class=""w-12 h-12 rounded-full border-2 border-gray-200 shadow-md""/>"
Testimonial Author Image,"DESCRIPTION:
A circular image of the testimonial author, displayed to the left of their quote, with a subtle border and shading to give it a slight 3D effect.
COMPONENTS:
- TestimonialAuthorImage: Standalone component
HTML:
<div class=""flex items-center mb-4""><TestimonialAuthorImage/><blockquote class=""ml-4"">{testimonial_quote}</blockquote></div>
COMPONENT HTML:
TestimonialAuthorImage:
<img src={author_image_url} alt={author_name} class=""w-12 h-12 rounded-full border-2 border-gray-200 shadow-md""/>"
Warning or error message for invalid input,"DESCRIPTION:
The UI should display a warning or error message for invalid input. It should be a rectangular box with a red or orange background color, a clear and concise message, and an ""X"" icon to close the message.
COMPONENTS:
- ErrorMessage: (standalone): Displays the error message.
- CloseButton: (standalone): Displays an ""X"" icon to close the message.
HTML:
<div class=""bg-red-100 p-4 rounded mb-4""><ErrorMessage/><CloseButton/></div>
COMPONENT HTML:
ErrorMessage:
<p class=""text-red-700"">{error_message}</p>
CloseButton:
<button class=""text-gray-600 hover:text-gray-900 transition duration-300"">&times;</button>"
Warning or error message for invalid input,"DESCRIPTION:
The UI should display a warning or error message for invalid input. It should be a rectangular box with a red or orange background color, a clear and concise message, and an ""X"" icon to close the message.
COMPONENTS:
- ErrorMessage: (standalone): Displays the error message.
- CloseButton: (standalone): Displays an ""X"" icon to close the message.
HTML:
<div class=""bg-red-100 p-4 rounded mb-4""><ErrorMessage/><CloseButton/></div>
COMPONENT HTML:
ErrorMessage:
<p class=""text-red-700"">{error_message}</p>
CloseButton:
<button class=""text-gray-600 hover:text-gray-900 transition duration-300"">&times;</button>"
Warning or error message for invalid input,"DESCRIPTION:
The UI should display a warning or error message for invalid input. It should be a rectangular box with a red or orange background color, a clear and concise message, and an ""X"" icon to close the message.
COMPONENTS:
- ErrorMessage: (standalone): Displays the error message.
- CloseButton: (standalone): Displays an ""X"" icon to close the message.
HTML:
<div class=""bg-red-100 p-4 rounded mb-4""><ErrorMessage/><CloseButton/></div>
COMPONENT HTML:
ErrorMessage:
<p class=""text-red-700"">{error_message}</p>
CloseButton:
<button class=""text-gray-600 hover:text-gray-900 transition duration-300"">&times;</button>"
Text input field for users to search within the website,"DESCRIPTION:
A simple search input field with a placeholder and a submit button.
COMPONENTS:
- SearchInput: (standalone) - a text input field with a placeholder.
- SearchButton: (standalone) - a submit button.
HTML:
<div class=""flex flex-wrap justify-center mb-4""><SearchInput/><SearchButton/></div>
COMPONENT HTML:
SearchInput:
<input type=""search"" placeholder=""Search..."" class=""w-full md:w-1/2 lg:w-1/3 pl-2 pr-10 text-sm text-gray-700""/>
SearchButton:
<button type=""submit"" class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Search</button>"
Text input field for users to search within the website,"DESCRIPTION:
A simple search input field with a placeholder and a submit button.
COMPONENTS:
- SearchInput: (standalone) - a text input field with a placeholder.
- SearchButton: (standalone) - a submit button.
HTML:
<div class=""flex flex-wrap justify-center mb-4""><SearchInput/><SearchButton/></div>
COMPONENT HTML:
SearchInput:
<input type=""search"" placeholder=""Search..."" class=""w-full md:w-1/2 lg:w-1/3 pl-2 pr-10 text-sm text-gray-700""/>
SearchButton:
<button type=""submit"" class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Search</button>"
Text input field for users to search within the website,"DESCRIPTION:
A simple search input field with a placeholder and a submit button.
COMPONENTS:
- SearchInput: (standalone) - a text input field with a placeholder.
- SearchButton: (standalone) - a submit button.
HTML:
<div class=""flex flex-wrap justify-center mb-4""><SearchInput/><SearchButton/></div>
COMPONENT HTML:
SearchInput:
<input type=""search"" placeholder=""Search..."" class=""w-full md:w-1/2 lg:w-1/3 pl-2 pr-10 text-sm text-gray-700""/>
SearchButton:
<button type=""submit"" class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Search</button>"
Text input field for users to search within the website,"DESCRIPTION:
A simple search input field with a placeholder and a submit button.
COMPONENTS:
- SearchInput: (standalone) - a text input field with a placeholder.
- SearchButton: (standalone) - a submit button.
HTML:
<div class=""flex flex-wrap justify-center mb-4""><SearchInput/><SearchButton/></div>
COMPONENT HTML:
SearchInput:
<input type=""search"" placeholder=""Search..."" class=""w-full md:w-1/2 lg:w-1/3 pl-2 pr-10 text-sm text-gray-700""/>
SearchButton:
<button type=""submit"" class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Search</button>"
Text input field for users to search within the website,"DESCRIPTION:
A simple search input field with a placeholder and a submit button.
COMPONENTS:
- SearchInput: (standalone) - a text input field with a placeholder.
- SearchButton: (standalone) - a submit button.
HTML:
<div class=""flex flex-wrap justify-center mb-4""><SearchInput/><SearchButton/></div>
COMPONENT HTML:
SearchInput:
<input type=""search"" placeholder=""Search..."" class=""w-full md:w-1/2 lg:w-1/3 pl-2 pr-10 text-sm text-gray-700""/>
SearchButton:
<button type=""submit"" class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Search</button>"
Text input field for users to search within the website,"DESCRIPTION:
A simple search input field with a placeholder and a submit button.
COMPONENTS:
- SearchInput: (standalone) - a text input field with a placeholder.
- SearchButton: (standalone) - a submit button.
HTML:
<div class=""flex flex-wrap justify-center mb-4""><SearchInput/><SearchButton/></div>
COMPONENT HTML:
SearchInput:
<input type=""search"" placeholder=""Search..."" class=""w-full md:w-1/2 lg:w-1/3 pl-2 pr-10 text-sm text-gray-700""/>
SearchButton:
<button type=""submit"" class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Search</button>"
Text input field for users to search within the website,"DESCRIPTION:
A simple search input field with a placeholder and a submit button.
COMPONENTS:
- SearchInput: (standalone) - a text input field with a placeholder.
- SearchButton: (standalone) - a submit button.
HTML:
<div class=""flex flex-wrap justify-center mb-4""><SearchInput/><SearchButton/></div>
COMPONENT HTML:
SearchInput:
<input type=""search"" placeholder=""Search..."" class=""w-full md:w-1/2 lg:w-1/3 pl-2 pr-10 text-sm text-gray-700""/>
SearchButton:
<button type=""submit"" class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Search</button>"
Text input field for users to search within the website,"DESCRIPTION:
The UI should be a simple search input field with a placeholder text and a submit button. The input field should be responsive and accessible.
COMPONENTS:
- SearchInput: (standalone)
- SearchButton: (standalone)
HTML:
<div class=""flex justify-center mb-4""><SearchInput/><SearchButton/></div>
COMPONENT HTML:
SearchInput:
<input type=""search"" placeholder=""Search within the website"" class=""w-full lg:w-1/2 xl:w-1/3 px-4 py-2 text-sm text-gray-700""/>
SearchButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Search</button>"
Text input field for users to search within the website,"DESCRIPTION:
A simple search input field with a placeholder and a submit button.
COMPONENTS:
- SearchInput: (standalone) - a text input field with a placeholder.
- SearchButton: (standalone) - a submit button.
HTML:
<div class=""flex flex-wrap justify-center mb-4""><SearchInput/><SearchButton/></div>
COMPONENT HTML:
SearchInput:
<input type=""search"" placeholder=""Search..."" class=""w-full md:w-1/2 lg:w-1/3 pl-2 pr-10 text-sm text-gray-700""/>
SearchButton:
<button type=""submit"" class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Search</button>"
Text input field for users to search within the website,"DESCRIPTION:
A simple search input field with a placeholder and a submit button.
COMPONENTS:
- SearchInput: (standalone) - a text input field with a placeholder.
- SearchButton: (standalone) - a submit button.
HTML:
<div class=""flex flex-wrap justify-center mb-4""><SearchInput/><SearchButton/></div>
COMPONENT HTML:
SearchInput:
<input type=""search"" placeholder=""Search..."" class=""w-full md:w-1/2 lg:w-1/3 pl-2 pr-10 text-sm text-gray-700""/>
SearchButton:
<button type=""submit"" class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Search</button>"
Text input field for users to search within the website,"DESCRIPTION:
A simple search input field with a placeholder and a submit button.
COMPONENTS:
- SearchInput: (standalone) - a text input field with a placeholder.
- SearchButton: (standalone) - a submit button.
HTML:
<div class=""flex flex-wrap justify-center mb-4""><SearchInput/><SearchButton/></div>
COMPONENT HTML:
SearchInput:
<input type=""search"" placeholder=""Search..."" class=""w-full md:w-1/2 lg:w-1/3 pl-2 pr-10 text-sm text-gray-700""/>
SearchButton:
<button type=""submit"" class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Search</button>"
Toolbar that appears contextually based on user actions or selections,"DESCRIPTION:
The UI should be a contextual toolbar that appears when a user selects an element or performs a specific action. The toolbar should be floating above the main content, with a subtle hover effect and a slight animation when it appears/disappears. It should be responsive, adjusting its position and size according to the screen size and device.
COMPONENTS:
- ContextualToolbar: The main toolbar component that appears contextually. It takes children.
- ToolbarItem: An individual item within the toolbar, such as a button or a dropdown. It takes children.
HTML:
<div class=""fixed top-0 left-0 z-10 w-full lg:w-auto lg:absolute lg:top-auto lg:left-auto lg:bottom-0 lg:right-0""><ContextualToolbar><ToolbarItem><button>Item 1</button></ToolbarItem><ToolbarItem><button>Item 2</button></ToolbarItem><ToolbarItem><button>Item 3</button></ToolbarItem></ContextualToolbar></div>
COMPONENT HTML:
ContextualToolbar:
<div class=""bg-white shadow-md rounded-lg p-2 lg:p-4""><ul class=""flex flex-wrap justify-center lg:flex-no-wrap"">{children} </ul></div>
ToolbarItem:
<li class=""mr-2 lg:mr-4"">{children}</li>"
Poll/Voting Systems,"DESCRIPTION:
A poll/voting system UI should display a question, several options to choose from, and the current voting results. It should also allow users to cast their votes.
COMPONENTS:
- PollQuestion: standalone, displays the question being asked
- PollOption: takes children, represents a single option with a vote count
- VoteButton: standalone, allows users to cast their vote
- VoteResults: takes children, displays the current voting results
HTML:
<div class=""flex flex-col gap-4""><PollQuestion/><div class=""flex flex-col gap-2""><PollOption>Option 1</PollOption><PollOption>Option 2</PollOption><PollOption>Option 3</PollOption></div><VoteButton/><VoteResults><p>Results:</p><ul><li>Option 1: {option1_votes} votes</li><li>Option 2: {option2_votes} votes</li><li>Option 3: {option3_votes} votes</li></ul></VoteResults></div>
COMPONENT HTML:
PollQuestion:
<h2 class=""text-2xl"">{question_text}</h2>
PollOption:
<div class=""flex items-center gap-2""><input type=""radio"" name=""poll_option"" id={`option_${option_id}`}/><label for={`option_${option_id}`}>{children}</label><span class=""text-gray-500"">{vote_count} votes</span></div>
VoteButton:
<button class=""bg-blue-500 hover:bg-blue-700 text-white font-bold py-2 px-4 rounded"">Cast Your Vote</button>
VoteResults:
<div class=""bg-gray-100 p-4 rounded"">{children}</div>"
Product Feature List Item,"DESCRIPTION:
The UI should be a single item in a list of product features, showcasing a specific benefit of the product. It should display an icon, a brief description, and optional additional information.
COMPONENTS:
- ProductFeatureListItem: (standalone): represents a single item in the list of product features
- IconWrapper: (takes children): wraps an icon with a consistent styling
- FeatureDescription: (takes children): contains the description of the feature
- OptionalInfo: (takes children): displays additional information, if available
HTML:
<ul class=""flex flex-col gap-4""><ProductFeatureListItem/><!-- more list items --></ul>
COMPONENT HTML:
ProductFeatureListItem:
<li class=""flex items-center gap-2""><IconWrapper><i class={`{icon_class}`}></i></IconWrapper><FeatureDescription>{description}</FeatureDescription><OptionalInfo>{optional_info}</OptionalInfo></li>
IconWrapper:
<span class=""w-6 h-6 text-lg"">{children}</span>
FeatureDescription:
<p class=""text-lg"">{children}</p>
OptionalInfo:
<p class=""text-sm text-gray-600"">{children}</p>"
Product Feature List Item,"DESCRIPTION:
The UI should be a list item that displays a product feature with an icon, a brief description, and a optional link to learn more. The component should be responsive and adaptable to different screen sizes.
COMPONENTS:
- ProductFeatureListItem: standalone component that displays a product feature.
- FeatureIcon: standalone component that displays an icon for the feature.
- LearnMoreLink: standalone component that displays a link to learn more about the feature.
HTML:
<ul class=""flex flex-col md:flex-row md:flex-wrap""><li class=""mb-4 md:w-1/2 xl:w-1/3""><ProductFeatureListItem/></li></ul>
COMPONENT HTML:
ProductFeatureListItem:
<div class=""flex items-center mb-2""><FeatureIcon/><div class=""ml-4""><h5 class=""text-lg"">{feature_name}</h5><p class=""text-gray-600"">{feature_description}</p>{learn_more_url && <LearnMoreLink/>} </div></div>
FeatureIcon:
<i class=""fas fa-{feature_icon} text-2xl text-gray-600""></i>
LearnMoreLink:
<a href=""{learn_more_url}"" class=""text-blue-600 hover:text-blue-900"">Learn more</a>"
Product Feature List Item,"DESCRIPTION:
The UI should be a single item in a list of product features, showcasing a specific benefit of the product. It should display an icon, a brief description, and optional additional information.
COMPONENTS:
- ProductFeatureListItem: (standalone): represents a single item in the list of product features
- IconWrapper: (takes children): wraps an icon with a consistent styling
- FeatureDescription: (takes children): contains the description of the feature
- OptionalInfo: (takes children): displays additional information, if available
HTML:
<ul class=""flex flex-col gap-4""><ProductFeatureListItem/><!-- more list items --></ul>
COMPONENT HTML:
ProductFeatureListItem:
<li class=""flex items-center gap-2""><IconWrapper><i class={`{icon_class}`}></i></IconWrapper><FeatureDescription>{description}</FeatureDescription><OptionalInfo>{optional_info}</OptionalInfo></li>
IconWrapper:
<span class=""w-6 h-6 text-lg"">{children}</span>
FeatureDescription:
<p class=""text-lg"">{children}</p>
OptionalInfo:
<p class=""text-sm text-gray-600"">{children}</p>"
