input,output
Floating Action Buttons,"DESCRIPTION:
A set of floating action buttons (FABs) that can be used to perform various actions. There should be a main FAB and several smaller FABs that can be toggled on and off.
COMPONENTS:
- MainFab: Standalone component that represents the main FAB.
- MiniFab: Standalone component that represents a smaller FAB.
- FabContainer: Component that takes children, used to wrap the FABs.
HTML:
<div class=""fixed bottom-0 right-0 mb-4 mr-4""><FabContainer><MainFab/><MiniFab/><MiniFab/><MiniFab/></FabContainer></div>
COMPONENT HTML:
MainFab:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded-full"">{main_fab_icon}</button>
MiniFab:
<button class=""bg-gray-500 hover:bg-gray-700 text-white font-bold py-1 px-2 rounded-full"">{mini_fab_icon}</button>
FabContainer:
<div class=""relative"">{children}</div>"
Callout Box Text,"DESCRIPTION:
The UI should be a rectangular box with a subtle background color, a bold title, and a brief text description. The text should be responsive, meaning it should adjust its size and layout according to the screen size.
COMPONENTS:
- CalloutBox: standalone component
- CalloutBoxTitle: standalone component
- CalloutBoxDescription: standalone component
HTML:
<div class=""max-w-md mx-auto p-4 md:p-6 lg:p-8""><CalloutBox/></div>
COMPONENT HTML:
CalloutBox:
<div class=""bg-gray-100 rounded-lg p-4""><CalloutBoxTitle/><CalloutBoxDescription/></div>
CalloutBoxTitle:
<h2 class=""text-lg font-bold mb-2"">{title}</h2>
CalloutBoxDescription:
<p class=""text-sm"">{description}</p>"
"Menu that expands or ""flies out"" from a navigation item when clicked or hovered over","DESCRIPTION:
The UI should display a navigation menu item that, when clicked or hovered over, expands to show a fly-out menu with additional options.
COMPONENTS:
- NavigationItem: Standalone component representing a single navigation item.
- FlyoutMenu: Component that takes children, representing the fly-out menu that appears when the navigation item is clicked or hovered over.
- MenuItem: Standalone component representing a single item in the fly-out menu.
HTML:
<nav class=""flex justify-center""><NavigationItem/><!-- more navigation items --></nav>
COMPONENT HTML:
NavigationItem:
<a href=""#"" class=""px-4 py-2 hover:bg-gray-100 hover:text-gray-900 transition duration-300 ease-in-out""><span>{navigation_item_label}</span><FlyoutMenu/></a>
FlyoutMenu:
<div class=""absolute bg-white border shadow-md rounded-lg p-4 hidden group-hover:block"">{children}</div>
MenuItem:
<a href=""#"" class=""block px-4 py-2 hover:bg-gray-100 hover:text-gray-900 transition duration-300 ease-in-out""><span>{menu_item_label}</span></a>"
Direct message button for private chats,"DESCRIPTION:
The UI should be a small, circular button with a messaging icon inside. When hovered, the button should change color to indicate interactivity. The button should be accessible on both desktop and mobile devices.
COMPONENTS:
- DirectMessageButton: A standalone component representing the direct message button.
HTML:
<button class=""rounded-full bg-gray-200 hover:bg-gray-300 py-2 px-4 text-lg""><DirectMessageButton/></button>
COMPONENT HTML:
DirectMessageButton:
<!-- Direct message icon --><i class=""fas fa-comment-dots text-xl text-gray-600""></i>"
Page Content Header,"DESCRIPTION:
The UI should be a header section that displays the title of the page content, with a responsive design that adapts to different screen sizes. It should have a clean and simple layout that makes the title stand out.
COMPONENTS:
- PageTitle: a standalone component that displays the title of the page content.
HTML:
<header class=""max-w-md mx-auto p-4""><PageTitle/></header>
COMPONENT HTML:
PageTitle:
<h1 class=""text-3xl font-bold"">{pageTitle}</h1>"
Roadmap/Gantt Charts,"DESCRIPTION:
The UI should display a Gantt chart with a roadmap layout, showing a timeline of tasks and their dependencies. The chart should be responsive, mobile-friendly, and accessible.
COMPONENTS:
- RoadmapHeader: (standalone): displays the title and description of the roadmap
- GanttChart: (takes children): renders the Gantt chart with tasks and dependencies
- TaskCard: (standalone): represents a single task on the Gantt chart
- DependencyLine: (standalone): connects dependent tasks on the Gantt chart
- TimelineMarkers: (standalone): displays the timeline labels and grid lines
HTML:
<div class=""max-w-md mx-auto p-4""><RoadmapHeader/><GanttChart><TaskCard/><TaskCard/><TaskCard/><DependencyLine/><DependencyLine/></GanttChart><TimelineMarkers/></div>
COMPONENT HTML:
RoadmapHeader:
<h1 class=""text-3xl font-bold"">{roadmap_title}</h1><p class=""text-lg"">{roadmap_description}</p>
GanttChart:
<div class=""flex flex-wrap justify-center"">{children}</div>
TaskCard:
<div class=""bg-white shadow-md rounded p-2""><h2 class=""text-lg"">{task_name}</h2><p class=""text-sm"">{task_description}</p><p class=""text-xs"">{task_duration} days</p></div>
DependencyLine:
<div class=""border-l-2 border-dashed border-gray-300""></div>
TimelineMarkers:
<div class=""flex justify-between""><p class=""text-sm"">{start_date}</p><p class=""text-sm"">{end_date}</p><p class=""text-sm"">{today_date}</p></div>"
Designer/Studio Profiles,"DESCRIPTION:
The UI should display a list of designer/studio profiles, each containing a profile picture, name, specialty, and a call-to-action (CTA) button. The design should be responsive, mobile-first, and accessible.
COMPONENTS:
- DesignerProfileCard: (standalone): A single designer/studio profile card.
- DesignerProfileList: (takes children): A container for a list of designer/studio profiles.
HTML:
<main class=""max-w-md mx-auto p-4 md:p-6 lg:p-8""><h1 class=""text-3xl font-bold mb-4"">Designer Profiles</h1><DesignerProfileList><DesignerProfileCard/><DesignerProfileCard/><!-- Add more DesignerProfileCard components here --></DesignerProfileList></main>
COMPONENT HTML:
DesignerProfileCard:
<article class=""bg-white shadow-md rounded p-4 mb-4""><img src={profile_picture_url} alt={name} class=""w-24 h-24 rounded-full mb-2""/><h2 class=""text-lg font-bold"">{name}</h2><p class=""text-gray-600"">{specialty}</p><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">View Portfolio</button></article>
DesignerProfileList:
<ul class=""flex flex-wrap -mx-4"">{children}</ul>"
Hero Background Pattern,"DESCRIPTION:
The UI should display a hero section with a background pattern, typically used as a visually appealing introduction to a website or page.
COMPONENTS:
- HeroBackgroundPattern: (standalone): a container element that holds the background pattern.
- HeroContent: (takes children): a container element that holds the content inside the hero section.
HTML:
<div class=""max-w-md mx-auto p-4 pt-6 md:p-6 lg:p-12""><HeroBackgroundPattern/><HeroContent><!-- hero content goes here --></HeroContent></div>
COMPONENT HTML:
HeroBackgroundPattern:
<div class=""absolute top-0 left-0 w-full h-full bg-cover bg-noise""></div>
HeroContent:
<div class=""relative z-10 p-4 md:p-6 lg:p-12"">{children}</div>"
Blog Post Category Link,"DESCRIPTION:
A simple link with a text label indicating the blog post category, styled with a subtle hover effect and rounded corners.
COMPONENTS:
- BlogPostCategoryLink: A standalone component displaying a single blog post category link.
HTML:
<div class=""flex items-center mb-4""><BlogPostCategoryLink/></div>
COMPONENT HTML:
BlogPostCategoryLink:
<a href=""{categoryLink}"" class=""text-sm text-gray-600 hover:text-gray-900 transition duration-300 ease-in-out rounded px-2 py-1"">{categoryName}</a>"
Product Rating Stars,"DESCRIPTION:
The UI should be a compact, accessible, and responsive product rating stars component, displaying a rating out of 5 stars, with the option to be hovered and clicked. The component should be mobile-first, with a clean and simple design.
COMPONENTS:
- RatingStarsContainer: (standalone): The outer container for the rating stars.
- RatingStar: (standalone): An individual star element within the rating stars container.
HTML:
<div class=""flex items-center""><RatingStarsContainer/><p class=""ml-2 text-sm"">{rating_text}</p></div>
COMPONENT HTML:
RatingStarsContainer:
<div class=""flex""><RatingStar/><RatingStar/><RatingStar/><RatingStar/><RatingStar/></div>
RatingStar:
<span class=""inline-block w-4 h-4 text-yellow-500""><!-- star icon -->&#9733;</span>"
Featured Video Poster Image,"DESCRIPTION:
The UI should be a responsive, mobile-first, accessible, and SEO-friendly featured video poster image component that displays a poster image, a play button, and optional video title and duration.
COMPONENTS:
- VideoPosterImage: standalone component that renders the poster image, play button, and optional video title and duration.
HTML:
<div class=""w-full h-full relative""><VideoPosterImage/></div>
COMPONENT HTML:
VideoPosterImage:
<div class=""w-full h-full overflow-hidden rounded-lg shadow-md""><!-- poster image --><img src={poster_image_url} alt={video_title} class=""w-full h-full object-cover rounded-lg""/><!-- play button --><div class=""absolute bottom-4 left-4 flex justify-center""><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded-lg""><i class=""fas fa-play""></i></button></div><!-- optional video title and duration --><div class=""absolute bottom-4 right-4 text-white text-sm""><p>{video_title}</p><p>{video_duration} minutes</p></div></div>"
Recently visited pages,"DESCRIPTION:
A list of recently visited pages, with each page showing its title, URL, and a ""remove"" button to remove it from the list.
COMPONENTS:
- VisitedPagesList: component that takes children (a list of `VisitedPage` components)
HTML:
<div class=""max-w-md mx-auto p-4""><h2 class=""text-lg font-bold mb-2"">Recently Visited Pages</h2><VisitedPagesList><!-- list of VisitedPage components will be rendered here --></VisitedPagesList></div>
COMPONENT HTML:
VisitedPagesList:
<ul class=""list-none mb-0"">{children}</ul>"
"Visual indicator, often a number, displaying pending notifications or messages","DESCRIPTION:
The UI should be a small, circular or rectangular badge with a number or text indicating the number of pending notifications or messages. It should be visually striking to grab the user's attention.
COMPONENTS:
- Badge: component (standalone)
HTML:
<span class=""inline-block""><!-- notification icon --><i class=""fas fa-bell text-lg""></i><Badge/></span>
COMPONENT HTML:
Badge:
<span class=""bg-red-600 text-white text-xs font-bold px-2 py-1 rounded-full"">{notification_count}</span>"
Blog Post Category List,"DESCRIPTION:
The UI should be a list of categories with a title, possibly with an icon, and a count of posts in each category. The list should be responsive, with a layout that adapts to different screen sizes.
COMPONENTS:
- CategoryList: a component that wraps the list of categories, and takes children (a list of `CategoryCard` components).
HTML:
<div class=""container mx-auto p-4 md:p-6 lg:p-12""><h2 class=""text-2xl font-bold mb-4"">Categories</h2><ul class=""flex flex-wrap justify-center mb-4""><CategoryList><!-- category cards will be inserted here --></CategoryList></ul></div>
COMPONENT HTML:
CategoryList:
<ul class=""flex flex-wrap justify-center"">{children}</ul>"
Destination and Hotel Cards,"DESCRIPTION:
The UI should display a grid of cards, each representing a destination or hotel. The cards should have a title, an image, and some brief information. The layout should be responsive and adapt to different screen sizes.
COMPONENTS:
- DestinationCard: A standalone component that displays information about a destination.
- HotelCard: A standalone component that displays information about a hotel.
- CardGrid: A component that takes children and displays them in a grid layout.
HTML:
<div class=""container mx-auto p-4""><CardGrid><DestinationCard/><DestinationCard/><HotelCard/><HotelCard/></CardGrid></div>
COMPONENT HTML:
DestinationCard:
<div class=""bg-white rounded overflow-hidden shadow-md""><img src={image_url} alt={destination_name} class=""w-full h-48 object-cover""/><div class=""p-4""><h3 class=""text-lg font-bold"">{destination_name}</h3><p>{description}</p></div><div class=""p-4 bg-gray-100""><p>{price} per night</p></div></div>
HotelCard:
<div class=""bg-white rounded overflow-hidden shadow-md""><img src={image_url} alt={hotel_name} class=""w-full h-48 object-cover""/><div class=""p-4""><h3 class=""text-lg font-bold"">{hotel_name}</h3><p>{description}</p></div><div class=""p-4 bg-gray-100""><p>{price} per night</p></div></div>
CardGrid:
<div class=""grid grid-cols-1 md:grid-cols-2 lg:grid-cols-3 gap-4"">{children}</div>"
Profile completion progress,"DESCRIPTION:
The UI should display a circular progress bar indicating the user's profile completion progress, along with a percentage text.
COMPONENTS:
- ProfileCompletionProgressBar: standalone component that displays a circular progress bar.
- ProfileCompletionPercentageText: standalone component that displays the percentage text.
HTML:
<!-- Profile completion progress container --><div class=""flex justify-center mb-4""><!-- Profile completion progress bar --><ProfileCompletionProgressBar/><!-- Profile completion percentage text --><ProfileCompletionPercentageText/></div>
COMPONENT HTML:
ProfileCompletionProgressBar:
<!-- Circular progress bar --><div class=""w-20 h-20 border-4 border-gray-300 border-solid rounded-full""><!-- Progress indicator --><div class=""w-20 h-20 bg-blue-500 rounded-full"" style={{ width: `${progressPercentage}%` }}></div></div>
ProfileCompletionPercentageText:
<!-- Percentage text --><p class=""text-lg text-gray-600"">{completion_percentage}%</p>"
Project Cards/Grids,"DESCRIPTION:
A responsive grid of project cards, with each card displaying a thumbnail, title, description, and tags. The grid should be flexible to accommodate different screen sizes.
COMPONENTS:
- ProjectCard: standalone component that displays a single project card
- ProjectGrid: container component that wraps a grid of project cards, takes children
HTML:
<div class=""max-w-md mx-auto p-4""><ProjectGrid><ProjectCard/><ProjectCard/><ProjectCard/><!-- Add more ProjectCard components here --></ProjectGrid></div>
COMPONENT HTML:
ProjectCard:
<div class=""bg-white shadow-md rounded p-4 mb-4""><img src={thumbnail_url} alt={project_title} class=""w-full rounded-t""/><h2 class=""text-lg font-bold"">{project_title}</h2><p class=""text-gray-600"">{project_description}</p><ul class=""flex flex-wrap"">{tags.map((tag) =>( <li class=""mr-2"">{tag}</li>))} </ul></div>
ProjectGrid:
<div class=""grid grid-cols-1 md:grid-cols-2 lg:grid-cols-3 gap-4"">{children}</div>"
Inline editable fields,"DESCRIPTION:
The UI should display a table with editable fields, resembling a spreadsheet. Each cell in the table should be editable, allowing users to input or edit text.
COMPONENTS:
- EditableTableCell: A standalone component representing an individual editable table cell.
- EditableTableRow: A component that takes children, representing a table row with editable cells.
- EditableTable: A component that takes children, representing the entire editable table.
HTML:
<div class=""max-w-md mx-auto p-4 pt-6""><EditableTable><EditableTableRow><EditableTableCell/><EditableTableCell/><EditableTableCell/></EditableTableRow><EditableTableRow><EditableTableCell/><EditableTableCell/><EditableTableCell/></EditableTableRow><!-- Add more rows and cells as needed --></EditableTable></div>
COMPONENT HTML:
EditableTableCell:
<td class=""bg-white border border-gray-200 p-2""><input type=""text"" class=""w-full p-2 border-none bg-transparent focus:bg-white focus:outline-none"" value={cell_value}/></td>
EditableTableRow:
<tr class=""hover:bg-gray-100"">{children}</tr>
EditableTable:
<table class=""w-full border-collapse""><tbody>{children}</tbody></table>"
"Area displaying recent notifications or alerts, often accessible via an icon or button","DESCRIPTION:
The UI should display a dropdown list of recent notifications or alerts, accessible via a button or icon. The dropdown list should be responsive, easily accessible, and follow accessibility guidelines.
COMPONENTS:
- NotificationButton: A standalone component displaying an icon or text indicating the presence of notifications.
- NotificationDropdown: A component taking children, displaying a dropdown list of notifications.
- NotificationItem: A standalone component displaying a single notification.
HTML:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded""><NotificationButton/><NotificationDropdown><NotificationItem/><NotificationItem/><!-- Add more NotificationItem components here --></NotificationDropdown></button>
COMPONENT HTML:
NotificationButton:
<!-- NotificationButton component --><button class=""flex items-center""><span class=""text-lg"">{icon}</span><span class=""text-xs"">{notification_count} new</span></button>
NotificationDropdown:
<!-- NotificationDropdown component --><div class=""absolute bg-white rounded shadow-md p-2""><h5 class=""text-lg font-bold"">{dropdown_title}</h5>{children}</div>
NotificationItem:
<!-- NotificationItem component --><div class=""px-4 py-2 hover:bg-gray-100""><p class=""text-sm"">{notification_text}</p><span class=""text-xs text-gray-500"">{notification_time}</span></div>"
Input area where users can enter text or data,"DESCRIPTION:
A simple text input field with a placeholder and a submit button.
COMPONENTS:
- InputField: A standalone component that renders a text input field.
- SubmitButton: A standalone component that renders a submit button.
- InputGroup: A component that takes children and groups the input field and submit button together.
HTML:
<div class=""max-w-md mx-auto p-4""><InputGroup><InputField/><SubmitButton/></InputGroup></div>
COMPONENT HTML:
InputField:
<input type=""text"" class=""w-full p-2 pl-10 text-sm text-gray-700"" placeholder=""{placeholder_text}""/>
SubmitButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">{button_text}</button>
InputGroup:
<div class=""flex flex-wrap -mx-3 mb-2"">{children}</div>"
Profile avatar dropdown,"DESCRIPTION:
A responsive profile avatar dropdown with a profile picture, username, and a dropdown menu with options.
COMPONENTS:
- ProfileAvatarDropdown: Standalone component that contains the profile picture, username, and dropdown menu.
- DropdownItem: Takes children (e.g. dropdown item text).
HTML:
<nav class=""flex justify-end""><ProfileAvatarDropdown/></nav>
COMPONENT HTML:
ProfileAvatarDropdown:
<div class=""relative inline-block""><img src={profile_picture_url} alt={username} class=""h-10 w-10 rounded-full cursor-pointer""/><span class=""ml-2 text-sm font-medium"">{username}</span><ul class=""absolute right-0 mt-2 w-48 bg-white rounded shadow-md""><li><DropdownItem>Settings</DropdownItem></li><li><DropdownItem>Logout</DropdownItem></li></ul></div>
DropdownItem:
<li class=""px-4 py-2 hover:bg-gray-100"">{children}</li>"
Video Players/Embeds,"DESCRIPTION:
The UI should display a responsive video player/embed that adapts to different screen sizes. The video player should have a maximum width and be centered horizontally on the page. The video title and video description should be displayed below the video player.
COMPONENTS:
- VideoPlayer: A standalone component that wraps the video player/embed.
- VideoTitle: A standalone component that displays the video title.
- VideoDescription: A standalone component that displays the video description.
HTML:
<div class=""max-w-md mx-auto""><VideoPlayer/><VideoTitle/><VideoDescription/></div>
COMPONENT HTML:
VideoPlayer:
<div class=""video-player aspect-w-16 aspect-h-9""><iframe src=""{video_url}"" frameborder=""0"" allowfullscreen></iframe></div>
VideoTitle:
<h2 class=""text-lg font-bold"">{video_title}</h2>
VideoDescription:
<p class=""text-sm"">{video_description}</p>"
Blog Post Teaser,"DESCRIPTION:
A compact, informative teaser for a blog post, featuring a headline, a brief summary, and a call-to-action to read more.
COMPONENTS:
- BlogPostTeaser: (standalone)
- PostHeadline: (standalone)
- PostSummary: (standalone)
- ReadMoreLink: (standalone)
HTML:
<div class=""flex flex-col md:flex-row md:items-center mb-4""><BlogPostTeaser/></div>
COMPONENT HTML:
BlogPostTeaser:
<div class=""flex-1 md:w-2/3 xl:w-1/2""><PostHeadline/><PostSummary/><ReadMoreLink/></div>
PostHeadline:
<h2 class=""text-lg md:text-xl"">{post_title}</h2>
PostSummary:
<p class=""text-sm md:text-base"">{post_summary}</p>
ReadMoreLink:
<a href=""{post_permalink}"" class=""text-blue-600 hover:text-blue-700"">Read More &raquo;</a>"
Team or colleagues section with photos and bios,"DESCRIPTION:
The UI should display a section showcasing team members or colleagues with their photos and bios in a grid layout. The section should be responsive, with the grid adapting to different screen sizes. On mobile, the grid should display one column, and on larger screens, it should display multiple columns.
COMPONENTS:
- TeamMemberCard: (standalone) - displays a single team member's photo and bio.
- TeamSection: (takes children) - wraps the team members in a container with a header.
HTML:
<section class=""max-w-md mx-auto py-12""><h2 class=""text-3xl font-bold mb-4"">Our Team</h2><TeamSection><TeamMemberCard/><TeamMemberCard/><TeamMemberCard/><!-- add more TeamMemberCard components as needed --></TeamSection></section>
COMPONENT HTML:
TeamMemberCard:
<div class=""flex flex-col items-center mb-8 md:w-1/2 lg:w-1/3 xl:w-1/4 p-4""><img src={profile_photo_url} alt=""{name}"" class=""w-24 h-24 rounded-full mb-4""/><h3 class=""text-lg font-bold"">{name}</h3><p class=""text-gray-600"">{bio}</p></div>
TeamSection:
<div class=""flex flex-wrap justify-center"">{children}</div>"
Blog Post Author Image,"DESCRIPTION:
The UI should display an author's image, name, and bio in a concise and visually appealing way.
COMPONENTS:
- AuthorAvatar: standalone, displays the author's image
- AuthorInfo: takes children, displays the author's name and bio
HTML:
<div class=""flex items-center mb-4""><AuthorAvatar/><AuthorInfo><h5 class=""text-lg font-bold"">{authorName}</h5><p class=""text-gray-600"">{authorBio}</p></AuthorInfo></div>
COMPONENT HTML:
AuthorAvatar:
<img src={authorImageUrl} alt={authorName} class=""w-12 h-12 rounded-full""/>
AuthorInfo:
<div class=""ml-4"">{children}</div>"
Flash sale countdown,"DESCRIPTION:
A flash sale countdown should be a prominent and attention-grabbing component that displays the remaining time (hours, minutes, seconds) until the sale ends. It should be mobile-friendly, responsive, and easily accessible.
COMPONENTS:
- FlashSaleCountdown: (standalone): The main component that displays the countdown timer.
- CountdownTimer: (standalone): Displays the remaining time in hours, minutes, and seconds.
HTML:
<section class=""max-w-md mx-auto p-4 pt-6 mb-4 bg-orange-100 rounded-xl""><h2 class=""text-2xl font-bold mb-2 text-orange-500"">Flash Sale!</h2><FlashSaleCountdown/><p class=""text-sm text-gray-500"">Hurry! Sale ends soon! </p></section>
COMPONENT HTML:
FlashSaleCountdown:
<div class=""flex justify-center mb-4""><CountdownTimer/></div>
CountdownTimer:
<div class=""flex justify-center mb-2""><span class=""text-3xl font-bold"">{hours} hour{hours>1 ? 's' : ''}</span><span class=""text-lg mx-2"">:</span><span class=""text-3xl font-bold"">{mins} minute{mins>1 ? 's' : ''}</span><span class=""text-lg mx-2"">:</span><span class=""text-3xl font-bold"">{secs} second{secs>1 ? 's' : ''}</span></div>"
Role-Based Access: Control user permissions,"DESCRIPTION:
The UI should display a list of users with their corresponding roles and permissions. The list should be responsive, accessible, and easy to navigate. Each user's information should be displayed in a consistent and clear format.
COMPONENTS:
- RoleBadge: standalone component that displays a role's name and color
- PermissionList: standalone component that displays a list of permissions
- UserList: component that takes children, displays a list of users
HTML:
<main class=""max-w-md mx-auto p-4 pt-6""><h1 class=""text-2xl font-bold mb-4"">Role-Based Access Control</h1><UserList><!-- User list will be inserted here --></UserList></main>
COMPONENT HTML:
RoleBadge:
<span class=""bg-{role_color} text-white px-2 py-1 rounded"">{role_name}</span>
PermissionList:
<ul class=""list-disc pl-4"">{permissions.map(permission =>( <li key={permission}>{permission}</li>))}</ul>
UserList:
<ul class=""divide-y divide-gray-200"">{children}</ul>"
Post Reply and Editing Tools,"DESCRIPTION:
The UI should display a post reply section with editing tools. The editing tools should include a text area for typing a response, a submit button to post the reply, and editing tools such as bold, italic, and link. The UI should be responsive, mobile-first, and accessible.
COMPONENTS:
- PostReply: standalone, includes a text area and a submit button
- EditingTools: standalone, includes buttons for bold, italic, and link
- ReplySubmitButton: standalone, a submit button to post the reply
HTML:
<div class=""max-w-md mx-auto p-4""><PostReply/><EditingTools/><ReplySubmitButton/></div>
COMPONENT HTML:
PostReply:
<textarea class=""w-full p-2 pl-10 text-sm text-gray-700"" id=""reply"" name=""reply"" placeholder=""Type your reply...""></textarea>
EditingTools:
<div class=""flex justify-between p-2""><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Bold </button><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Italic </button><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Link </button></div>
ReplySubmitButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Post Reply</button>"
Navigation trail displaying the user's current location within the website's hierarchy,"DESCRIPTION:
A horizontal navigation trail showing the user's current location within the website's hierarchy, with each crumb separated by a slash (/) or a greater-than symbol (>), and the current page highlighted.
COMPONENTS:
- BreadcrumbsTrail: A component taking children, representing the navigation trail itself.
HTML:
<nav aria-label=""Breadcrumb navigation""><ol class=""flex flex-wrap mb-4""><BreadcrumbsTrail><!-- breadcrumbs will be inserted here --></BreadcrumbsTrail></ol></nav>
COMPONENT HTML:
BreadcrumbsTrail:
<ol class=""flex flex-wrap mb-4"">{children}</ol>"
Security Center: Monitor system security,"DESCRIPTION:
The UI should be a dashboard that displays various security metrics and alerts. It should have a header with a title and a navigation menu. The main content area should have a grid layout with multiple sections, each displaying different security-related information.
COMPONENTS:
- SecurityHeader: Standalone component that displays the title and navigation menu.
- SecuritySection: Component that takes children and displays a section of security information.
- MetricCard: Standalone component that displays a single metric (e.g. ""System Vulnerabilities: 5"").
- AlertList: Component that takes children and displays a list of security alerts.
HTML:
<div class=""container mx-auto p-4 pt-6 md:p-6 lg:p-12""><SecurityHeader/><div class=""grid grid-cols-1 md:grid-cols-2 lg:grid-cols-3 gap-4""><SecuritySection><MetricCard/><MetricCard/></SecuritySection><SecuritySection><AlertList><li>{alert_message}</li><li>{alert_message}</li></AlertList></SecuritySection></div></div>
COMPONENT HTML:
SecurityHeader:
<header class=""flex justify-between mb-4""><h1 class=""text-2xl font-bold"">Security Center</h1><nav class=""flex""><a href=""#"" class=""text-gray-600 hover:text-gray-900"">Dashboard</a><a href=""#"" class=""text-gray-600 hover:text-gray-900"">Settings</a></nav></header>
SecuritySection:
<section class=""bg-white p-4 rounded shadow-md"">{children}</section>
MetricCard:
<div class=""bg-white p-4 rounded shadow-md""><h2 class=""text-lg font-bold"">{metric_name}</h2><p class=""text-gray-600"">{metric_value}</p></div>
AlertList:
<ul class=""list-none mb-0"">{children}</ul>"
Live streaming tools with real-time chat,"DESCRIPTION:
The UI should be a responsive, mobile-first layout that showcases a live streaming video player with a real-time chat interface below it. The video player should take up most of the screen, with the chat interface being a resizable panel that can be minimized or maximized as needed.
COMPONENTS:
- LiveStreamPlayer: standalone, displays the live streaming video
- RealTimeChat: standalone, displays the real-time chat interface
- ChatMessage: takes children, displays a single chat message
- ChatInput: standalone, allows users to input and send chat messages
HTML:
<div class=""flex h-screen overflow-hidden""><LiveStreamPlayer/><div class=""flex flex-col h-full overflow-hidden""><RealTimeChat/><ChatInput/></div></div>
COMPONENT HTML:
LiveStreamPlayer:
<div class=""flex-grow w-full h-full overflow-hidden""><video src={videoSrc} class=""w-full h-full object-cover""/></div>
RealTimeChat:
<div class=""flex flex-col overflow-y-auto p-4"">{messages.map((message) =>( <ChatMessage>{message.text}</ChatMessage>))}</div>
ChatMessage:
<div class=""flex items-center py-2""><span class=""text-sm"">{children}</span></div>
ChatInput:
<form class=""flex p-4""><input type=""text"" class=""w-full px-4 py-2"" placeholder=""Type a message...""/><button class=""bg-primary-500 hover:bg-primary-700 text-white font-bold py-2 px-4 rounded"">Send</button></form>"
Server icon and name display with dropdown menu,"DESCRIPTION:
A compact display of a server icon and name with a dropdown menu that appears when the icon is clicked. The dropdown menu should contain a list of options.
COMPONENTS:
- ServerIconWithName: A standalone component that displays a server icon and name.
- DropdownMenu: A component that takes children (menu items) and is initially hidden, becoming visible when the server icon is clicked.
HTML:
<div class=""flex items-center""><ServerIconWithName/><DropdownMenu><!-- dropdown menu items will be inserted here --></DropdownMenu></div>
COMPONENT HTML:
ServerIconWithName:
<div class=""flex items-center mb-2""><img src={serverIconUrl} alt={serverName} class=""w-6 h-6 rounded-full""/><span class=""ml-2 text-lg"">{serverName}</span></div>
DropdownMenu:
<div class=""hidden""><ul class=""bg-white shadow-md py-2"">{children} </ul></div>"
Drag-and-Drop Interfaces,"DESCRIPTION:
The UI should be a responsive, mobile-first drag-and-drop interface that allows users to drag items from a list and drop them into a designated drop zone. The interface should be accessible and SEO-friendly.
COMPONENTS:
- DropZone: (takes children) - A container that accepts dragged items and displays them in a list.
- DraggableList: (takes children) - A list of draggable items that can be dragged and dropped into a drop zone.
HTML:
<div class=""container mx-auto p-4 pt-6 md:p-6 lg:p-12""><h1 class=""text-3xl font-bold mb-4"">Drag and Drop Interface</h1><div class=""flex flex-wrap -mx-4""><div class=""w-full md:w-1/2 xl:w-1/3 p-4""><DraggableList><!-- Draggable items will be rendered here --></DraggableList></div><div class=""w-full md:w-1/2 xl:w-1/3 p-4""><DropZone><!-- Dropped items will be rendered here --></DropZone></div></div></div>
COMPONENT HTML:
DropZone:
<div class=""bg-gray-200 rounded p-4 mb-4 border-2 border-dashed border-gray-400""><h2 class=""text-lg font-bold mb-2"">Drop Zone</h2><ul class=""list-none p-0 m-0"">{children} </ul></div>
DraggableList:
<ul class=""list-none p-0 m-0"">{children}</ul>"
Like button to show tweet approval,"DESCRIPTION:
A simple button with a heart icon and a counter to indicate the number of likes.
COMPONENTS:
- LikeButton: standalone component with a heart icon and a counter.
HTML:
<div class=""flex mb-4""><!-- container for like button and counter --><LikeButton/><p class=""text-sm"">{like_count} likes</p></div>
COMPONENT HTML:
LikeButton:
<button class=""bg-blue-500 hover:bg-blue-700 text-white font-bold py-2 px-4 rounded""><i class=""fas fa-heart""></i></button>"
