input,output
A progress bar component that displays a user's progress towards their fitness goals,"description:
The progress bar should be a horizontal bar that fills up as the user progresses towards their fitness goals. The bar should be colored with a bright, motivational color to encourage the user to reach their goals. A subtle gradient effect can be added to give the bar some depth and dimension. The bar should also have a clear label indicating the user's progress, such as ""60% complete"".
components:
- ProgressBar: (Takes Children): A horizontal progress bar that fills up as the user progresses towards their fitness goals.
- ProgressBarLabel: (Standalone): A text label that displays the user's progress as a percentage.
html:
<div class=""flex flex-col items-center p-4 mb-4""><ProgressBar><ProgressBarLabel/></ProgressBar></div>
component html:
ProgressBar:
<div class=""h-4 rounded-full bg-gradient-to-r from-{primary_color} to-{secondary_color} overflow-hidden""><div class=""h-full bg-{highlight_color} w-{progress_percentage}%""/>{children}</div>
ProgressBarLabel:
<p class=""text-lg font-bold text-{text_color}"">{progress_percentage}% complete</p>"
"Game card component with a game title, image, rating, and short description","description:
The game card component should have a clean and modern design that showcases the game's title, image, rating, and short description. The component should be responsive and scale well on different screen sizes. The design should be visually appealing, with a clear hierarchy of information and sufficient whitespace to make the content easy to read.
components:
- GameCard: (Takes Children): The top-level component that wraps the game card content.
- GameTitle: (Standalone): Displays the title of the game.
- GameImage: (Standalone): Displays the image of the game.
- GameRating: (Standalone): Displays the rating of the game.
- GameDescription: (Standalone): Displays a short description of the game.
html:
<div class=""max-w-md mx-auto md:max-w-lg lg:max-w-xl bg-white shadow-md rounded-lg p-4""><GameCard><GameImage/><GameTitle/><GameRating/><GameDescription/></GameCard></div>
component html:
GameCard:
<div class=""flex flex-col p-4 md:p-6 lg:p-8"">{children}</div>
GameTitle:
<h2 class=""text-lg font-bold mb-2"">{game_title}</h2>
GameImage:
<img src=""{image_url}"" alt={game_title} class=""w-full h-48 object-cover rounded-lg mb-4""/>
GameRating:
<div class=""flex items-center mb-2""><span class=""text-xs text-gray-600"">{rating}/ 5</span><svg><!-- rating stars svg --></svg></div>
GameDescription:
<p class=""text-sm text-gray-600"">{game_description}</p>"
Email subscription popup,"description:
- The UI should be a modal popup that appears centrally on the screen. It should have a light background and a close button at the top-right corner for dismissing the popup. The main content includes a headline, a brief description or prompt to encourage subscription, an email input field, and a submit button. The popup should be overlaid on a semi-transparent background that covers the entire viewport, suggesting focus on the subscription form.
components:
- ModalOverlay: Standalone component. It serves as a semi-transparent backdrop for the modal.
- SubscriptionModal: Takes children. This component is the central popup that contains the subscription form.
- CloseButton: Standalone component. A button for closing the popup.
- SubscriptionForm: Takes children. Holds the input field and submit button for the email subscription.
html:
<ModalOverlay/><SubscriptionModal><CloseButton/><h2>Subscribe to Our Newsletter</h2><p>Get the latest news and updates right in your inbox. Join our mailing list.</p><SubscriptionForm><label for=""email"">Email:</label><input type=""email"" id=""email"" required placeholder=""Enter your email""/><button type=""submit"">Subscribe</button></SubscriptionForm></SubscriptionModal>
component html:
ModalOverlay:
<div class=""fixed inset-0 bg-black bg-opacity-50""></div>
SubscriptionModal:
<div class=""fixed inset-0 flex items-center justify-center p-4""><div class=""bg-white rounded-lg shadow-lg p-8 max-w-md mx-auto relative"">{children} </div></div>
CloseButton:
<button class=""absolute top-2 right-2 text-black"" aria-label=""Close modal"">&#x2715; </button>
SubscriptionForm:
<form class=""mt-4"">{children} </form>"
Testimonial Author Profile,"description:
The UI should display a testimonial author's profile information, including their name, role, and photo, along with a quote and a rating. The component should be responsive, mobile-first, and accessible.
components:
- TestimonialAuthorProfile: A standalone component that displays the author's profile information and testimonial.
- AuthorAvatar: A standalone component that displays the author's photo.
- Rating: A standalone component that displays the rating.
- TestimonialQuote: A standalone component that displays the testimonial quote.
html:
<div class=""max-w-md mx-auto mb-4 md:mb-8""><TestimonialAuthorProfile/></div>
component html:
TestimonialAuthorProfile:
<div class=""flex flex-col md:flex-row items-center mb-4""><AuthorAvatar/><div class=""md:ml-4""><p class=""text-lg font-bold"">{author_name}</p><p class=""text-gray-600"">{author_role}</p><Rating/></div></div><TestimonialQuote/>
AuthorAvatar:
<img class=""w-24 h-24 rounded-full"" src={author_photo_url} alt={author_name}/>
Rating:
<div class=""flex mb-2"">{rating_out_of_five} <i class=""fas fa-star text-yellow-500""></i></div>
TestimonialQuote:
<blockquote class=""text-lg italic mb-4"">{testimonial_quote}</blockquote>"
"A simple, rounded avatar icon to display the author's photo","description:
The avatar icon should be a rounded circle with a subtle shadow to give it some depth. The avatar should scale according to the screen size, but maintain a consistent aspect ratio to ensure the photo is not distorted. On smaller screens, the avatar should be smaller to conserve vertical space.
components:
- Avatar: (Standalone): A circular avatar icon that displays the author's photo.
html:
<div class=""flex justify-center mb-4""><Avatar/></div>
component html:
Avatar:
<img src={author_photo_url} alt=""Author Photo"" class=""rounded-full h-12 w-12 md:h-16 md:w-16 lg:h-20 lg:w-20 shadow-md""/>"
"A logo component with a simple, white icon and a custom font for the logotype","description:
The logo component should be a compact, rectangular element that contains a simple, white icon alongside a custom font for the logotype. The icon should be prominently displayed on the left side of the component, with the logotype text aligned vertically alongside it. The component should scale well on different screen sizes, with the icon and logotype text resizing proportionally to fit the available space.
components:
- LogoComponent: (Standalone): A self-contained component that renders a logo with an icon and logotype text.
html:
<div class=""flex justify-center mb-4""><LogoComponent/></div>
component html:
LogoComponent:
<div class=""flex items-center rounded-md shadow-md bg-{brand_color} p-2""><div class=""w-6 h-6 text-white""><!-- icon --><i class=""fas fa-{icon_name}""></i></div><span class=""text-lg font-bold text-white"">{logotype_text}</span></div>"
Pricing table,"description:
The UI should be a responsive pricing table with three columns representing different pricing plans. Each column should display the plan name, price, features, and a call-to-action (CTA) button. The table should be mobile-first, accessible, and SEO-friendly.
components:
- PricingTable: standalone component that contains the entire pricing table
- PricingPlan: standalone component that represents a single pricing plan
- Price: standalone component that displays the price of a pricing plan
- FeaturesList: standalone component that displays the features of a pricing plan
- CallToActionButton: standalone component that displays a CTA button
html:
<div class=""max-w-md mx-auto p-4 md:p-6 lg:p-8""><PricingTable/></div>
component html:
PricingTable:
<div class=""flex flex-wrap justify-center mb-4""><PricingPlan/><PricingPlan/><PricingPlan/></div>
PricingPlan:
<div class=""w-full md:w-1/3 xl:w-1/3 p-4 mb-4""><h3 class=""text-lg"">{plan_name}</h3><Price/><FeaturesList/><CallToActionButton/></div>
Price:
<p class=""text-2xl"">{price_text}</p>
FeaturesList:
<ul class=""list-none mb-4""><li>{feature_1}</li><li>{feature_2}</li><li>{feature_3}</li></ul>
CallToActionButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4"">{cta_text}</button>"
Customer review and rating summaries,"description:
The UI should display a summary of customer reviews, including the average rating and total number of reviews. It should be responsive, mobile-first, and accessible.
components:
- CustomerReviewSummary: standalone component
- RatingSummary: standalone component
- ReviewCount: standalone component
html:
<div class=""max-w-md mx-auto py-4""><CustomerReviewSummary/><div class=""flex justify-between mb-4""><RatingSummary/><ReviewCount/></div></div>
component html:
CustomerReviewSummary:
<div class=""text-lg font-bold"">{average_rating} out of 5 stars</div>
RatingSummary:
<div class=""flex items-center""><span class=""text-yellow-500"">{rating_icon}</span><span class=""ml-2"">{average_rating}</span></div>
ReviewCount:
<p>{review_count} reviews</p>"
Cards with a dark background and white text to display featured articles,"description:
The UI should consist of a grid of cards, each featuring a highlighted article. The cards should have a dark background and white text to make the text stand out. The cards should be responsive, scaling to fit different screen sizes. On mobile devices, the cards should be stacked vertically, while on larger screens, they should be arranged in a grid.
components:
- FeaturedArticleCard: (Takes Children): This component represents a single featured article card. It should have a dark background and white text. On mobile devices, it should take up the full width of the screen, while on larger screens, it should be arranged in a grid with other cards.
- FeaturedArticleGrid: (Takes Children): This component represents the grid of featured article cards. It should be responsive, scaling to fit different screen sizes.
html:
<div class=""container mx-auto p-4""><FeaturedArticleGrid><FeaturedArticleCard><!-- article 1 content --></FeaturedArticleCard><FeaturedArticleCard><!-- article 2 content --></FeaturedArticleCard><!-- more cards here --></FeaturedArticleGrid></div>
component html:
FeaturedArticleCard:
<div class=""bg-dark text-white p-4 rounded-md shadow-md mb-4""><h2 class=""text-lg font-bold"">{article_title}</h2><p>{article_summary}</p><div class=""flex justify-end""><svg><!-- bookmark --></svg><svg><!-- share --></svg></div>{children}</div>
FeaturedArticleGrid:
<div class=""grid gap-4 md:grid-cols-2 lg:grid-cols-3"">{children}</div>"
Login/Registration Forms,"description:
The UI should consist of two separate forms: one for login and another for registration. The design should be clean, with inputs clearly labeled and a noticeable button for submission. The login form will include fields for the user's email and password, as well as a submission button. The registration form will also have fields for the user's email, password, and a confirmation password field, along with a submit button. Error messages should display if input validation fails.
components:
- LoginForm: (Standalone): A form for users to input their email and password to log into their account.
- RegistrationForm: (Standalone): A form for new users to register by entering their email, password, and confirming their password.
html:
<div class=""flex flex-col space-y-12""><LoginForm/><RegistrationForm/></div>
component html:
LoginForm:
<!-- LoginForm: Allow users to enter their credentials to log in --><form class=""space-y-6 bg-white rounded-lg p-4 shadow-md""><h2 class=""text-lg font-semibold text-gray-900"">Login</h2><div><label for=""loginEmail"" class=""block text-sm font-medium text-gray-700"">Email</label><input id=""loginEmail"" name=""email"" type=""email"" required class=""mt-1 p-2 block w-full border-gray-300 rounded-md shadow-sm focus:ring-indigo-500 focus:border-indigo-500""></div><div><label for=""loginPassword"" class=""block text-sm font-medium text-gray-700"">Password</label><input id=""loginPassword"" name=""password"" type=""password"" required class=""mt-1 p-2 block w-full border-gray-300 rounded-md shadow-sm focus:ring-indigo-500 focus:border-indigo-500""></div><button type=""submit"" class=""w-full py-2 px-4 border border-transparent text-sm font-medium rounded-md text-white bg-indigo-600 hover:bg-indigo-700 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-indigo-500"">Log In</button></form>
RegistrationForm:
<!-- RegistrationForm: Allow new users to register by entering their details --><form class=""space-y-6 bg-white rounded-lg p-4 shadow-md""><h2 class=""text-lg font-semibold text-gray-900"">Register</h2><div><label for=""registerEmail"" class=""block text-sm font-medium text-gray-700"">Email</label><input id=""registerEmail"" name=""email"" type=""email"" required class=""mt-1 p-2 block w-full border-gray-300 rounded-md shadow-sm focus:ring-indigo-500 focus:border-indigo-500""></div><div><label for=""registerPassword"" class=""block text-sm font-medium text-gray-700"">Password</label><input id=""registerPassword"" name=""password"" type=""password"" required class=""mt-1 p-2 block w-full border-gray-300 rounded-md shadow-sm focus:ring-indigo-500 focus:border-indigo-500""></div><div><label for=""confirmPassword"" class=""block text-sm font-medium text-gray-700"">Confirm Password</label><input id=""confirmPassword"" name=""confirm_password"" type=""password"" required class=""mt-1 p-2 block w-full border-gray-300 rounded-md shadow-sm focus:ring-indigo-500 focus:border-indigo-500""></div><button type=""submit"" class=""w-full py-2 px-4 border border-transparent text-sm font-medium rounded-md text-white bg-indigo-600 hover:bg-indigo-700 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-indigo-500"">Register</button></form>"
Clickable text that navigates to another page or resource,"description:
The UI will have a simple clickable text element, which is commonly referred to as a ""link"". This element will be styled to look distinct from regular text, perhaps with a different color or underline, to indicate that it is interactive and navigates to another page or resource when clicked.
components:
- ClickableLink: (Standalone)**: This component represents a hyperlink that users can click to navigate to a specific URL.
html:
<div class=""container mx-auto px-4""><ClickableLink/></div>
component html:
ClickableLink:
<!-- ClickableLink: A simple hyperlink for navigation --><a href=""{target_url}"" class=""text-blue-600 hover:text-blue-800 visited:text-purple-600"">Click here</a>"
Messaging and Chat Systems,"description:
The UI should resemble a modern messaging or chat system with a thread of messages, where each message is displayed in a bubble-like format, with the sender's name and message text. The UI should be responsive, mobile-first, and accessible.
components:
- MessageThread: a component that takes children (an array of `MessageBox` components) and displays them in a scrolling container.
html:
<div class=""container mx-auto p-4 pt-6 md:p-6 lg:p-10""><div class=""flex flex-col overflow-y-auto h-screen md:h-auto""><MessageThread><!-- Messages will be rendered here --></MessageThread></div></div>
component html:
MessageThread:
<div class=""flex flex-col overflow-y-auto h-full pb-4"">{children}</div>"
Footer content,"description:
The footer should be a simple, responsive section that contains copyright information and a link to a terms of service page. It should be accessible on all devices and screen readers.
components:
- FooterContent: (standalone)
- Copyright: (standalone)
- TermsLink: (standalone)
html:
<footer class=""bg-gray-200 h-screen md:h-auto md:flex md:justify-center md:py-4""><FooterContent/></footer>
component html:
FooterContent:
<div class=""max-w-md mx-auto px-4 md:px-0""><Copyright/><TermsLink/></div>
Copyright:
<p class=""text-sm text-gray-600"">{copyright_text}</p>
TermsLink:
<p class=""text-sm text-gray-600""><a href={terms_url} class=""underline"">Terms of Service</a></p>"
"A ""Categories"" component that includes a list of category names with a white background and a subtle border","description:
The UI should have a clean and simple design with a white background and a subtle border. The categories list should be responsive and adapt to different screen sizes. On larger screens, the list should be displayed horizontally, while on smaller screens, it should be displayed vertically.
components:
- CategoriesComponent: (Takes Children): A component that displays a list of categories.
- CategoryComponent: (Standalone): A component that displays a single category.
html:
<div class=""container mx-auto p-4 md:p-6 lg:p-8""><CategoriesComponent><!-- Categories list will be rendered here --></CategoriesComponent></div>
component html:
CategoriesComponent:
<ul class=""flex flex-wrap justify-center mb-4 md:mb-6 lg:mb-8"">{children}</ul>
CategoryComponent:
<li class=""px-4 py-2 border-b border-gray-200 hover:bg-gray-100""><a href=""#"" class=""text-gray-800 hover:text-gray-900"">{category_name}</a></li>"
Recommended products display,"description:
The UI should be a responsive, mobile-first gallery of recommended products, displaying 2-3 products per row on desktop and 1 product per row on mobile. Each product should have a product name, price, and call-to-action (CTA) button.
components:
- ProductCard: (standalone) - a single product card
- ProductGallery: (takes children) - a container for multiple product cards
html:
<div class=""max-w-md mx-auto px-4 py-8""><h2 class=""text-2xl font-bold mb-4"">Recommended Products</h2><ProductGallery><ProductCard/><ProductCard/><ProductCard/><!-- Add more ProductCards here --></ProductGallery></div>
component html:
ProductCard:
<div class=""bg-white shadow-md rounded px-4 py-6 mb-4 w-full sm:w-1/2 md:w-1/3 lg:w-1/4 xl:w-1/5""><h3 class=""text-lg font-bold"">{productName}</h3><p class=""text-gray-600"">{productDescription}</p><p class=""text-lg font-bold"">{productPrice}</p><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Buy Now</button></div>
ProductGallery:
<div class=""flex flex-wrap justify-center"">{children}</div>"
Sliders/Ranges/Scalars,"description:
The UI should have a range slider component that allows users to select a value within a specified range. The slider should be responsive, accessible, and easy to use on both desktop and mobile devices.
components:
- RangeSlider: A standalone component that renders a range slider input.
- SliderThumb: A standalone component that renders a thumb element that can be dragged to select a value.
- SliderTrack: A standalone component that renders the track on which the slider thumb moves.
html:
<div class=""w-full max-w-md mx-auto p-4""><RangeSlider/></div>
component html:
RangeSlider:
<div class=""flex justify-center mb-4""><SliderTrack/><SliderThumb/><span class=""ml-2"">{ sliderValue }</span></div>
SliderThumb:
<div class=""w-4 h-4 rounded-full bg-gray-800 shadow-md -ml-1""></div>
SliderTrack:
<div class=""w-full h-1 rounded-full bg-gray-200""></div>"
A dark background component to serve as the website's main background,"description:
The UI should have a dark background that spans the entire screen, providing a consistent and cohesive look throughout the website. The dark background should be responsive, adjusting to different screen sizes, and should have a subtle gradient effect to add depth and dimension.
components:
- DarkBackground: (Standalone): A dark background component that serves as the website's main background. It should have a dark color scheme and a subtle gradient effect. On smaller screens, the background should take up the full height and width of the screen. On larger screens, the background should maintain a consistent aspect ratio while scaling to fit the screen size.
html:
<div class=""h-screen w-full flex""><DarkBackground/></div>
component html:
DarkBackground:
<div class=""h-screen w-full bg-gradient-to-r from-dark-900 to-dark-700 rounded-none lg:rounded-lg shadow-md"">{/* Background is empty, just a dark background */ }</div>"
"A search bar with a white input field and a blue ""Search"" button","description:
The UI should be a simple search bar with a prominent ""Search"" button. The input field should be white with a subtle border, and the ""Search"" button should be a contrasting blue color to draw attention. The layout should be responsive, with the input field and button aligning horizontally on larger screens and stacking vertically on smaller screens.
components:
- SearchBar: (Takes Children): A container component for the search input field and button.
- SearchInput: (Standalone): A white input field for entering search queries.
- SearchButton: (Standalone): A blue ""Search"" button.
html:
<div class=""max-w-md mx-auto p-4""><SearchBar><SearchInput/><SearchButton/></SearchBar></div>
component html:
SearchBar:
<div class=""flex flex-wrap items-center mb-4 md:flex-nowrap"">{children}</div>
SearchInput:
<input type=""search"" class=""w-full p-2 pl-10 text-sm text-gray-700 bg-white border border-gray-300 rounded-md focus:outline-none focus:ring-2 focus:ring-blue-500 focus:border-transparent"" placeholder=""Search..."">
SearchButton:
<button class=""bg-blue-500 hover:bg-blue-700 text-white font-bold py-2 px-4 rounded-md"">Search</button>"
Header with a FIT HIVE logo in green and white,"description:
The UI should have a clean and modern design with a prominent FIT HIVE logo in green and white. The header should be responsive and take up the full width of the screen, with the logo on the left and some empty space on the right. On smaller screens, the logo should shrink to fit the screen size.
components:
- FitHiveLogo: (Standalone): A green and white FIT HIVE logo that should be displayed prominently in the header.
- Header: (Takes Children): A container element for the header that takes the logo and any other elements as children.
html:
<header class=""flex justify-between items-center h-16 md:h-20 lg:h-24""><FitHiveLogo/><!-- Empty space on the right --><div class=""flex-grow""></div></header>
component html:
FitHiveLogo:
<a href=""#"" class=""text-white hover:text-white focus:text-white transition duration-300 ease-in-out""><svg><!-- fit hive --></svg></a>
Header:
<header class=""flex justify-between items-center h-16 md:h-20 lg:h-24 bg-white shadow-md"">{children}</header>"
A simple breadcrumbs component to display the current page location,"description:
The breadcrumbs component should be a horizontal list of links that indicate the current page location. It should be easy to read and understand, with sufficient spacing between each item. On smaller screens, the breadcrumbs should wrap to a new line to ensure readability. The active item should be highlighted to indicate the current page.
components:
- Breadcrumbs: (Takes Children): The top-level breadcrumbs component that contains a list of breadcrumb items.
- BreadcrumbItem: (Standalone): An individual breadcrumb item that displays the text and link to a page.
html:
<nav class=""md:flex justify-between items-center mb-4""><ol class=""list-none p-0 m-0 flex flex-wrap""><!-- Breadcrumbs items will be rendered here --></ol></nav>
component html:
Breadcrumbs:
<nav class=""md:flex justify-between items-center mb-4""><ol class=""list-none p-0 m-0 flex flex-wrap"">{children} </ol></nav>
BreadcrumbItem:
<li class=""mr-2 md:mr-4""><a class=""text-gray-600 hover:text-gray-900 transition duration-300 ease-in-out"" href=""{href}"">{text} </a><span class=""text-gray-400 mx-2"">›</span></li>"
Custom Field Builder: Create tailored data fields,"description:
The UI should be a responsive, mobile-first, and accessible interface for building custom data fields. It should consist of a header, a field-type selection section, and a field configuration section. The header should display the title ""Custom Field Builder"" and have an optional ""Save"" button. The field-type selection section should display a list of available field types (e.g., text, number, date, etc.). The field configuration section should display fields depending on the selected field type.
components:
- HeaderComponent: (standalone): Displays the title and optional save button.
- FieldTypeSelectorComponent: (standalone): Displays a list of available field types.
- FieldConfiguratorComponent: (takes children): Displays fields depending on the selected field type.
html:
<div class=""container mx-auto p-4 md:p-6 lg:p-8""><HeaderComponent/><div class=""flex flex-wrap -mx-4""><div class=""w-full md:w-1/2 xl:w-1/3 p-4""><FieldTypeSelectorComponent/></div><div class=""w-full md:w-1/2 xl:w-2/3 p-4""><FieldConfiguratorComponent><!-- field configuration fields will be rendered here --></FieldConfiguratorComponent></div></div></div>
component html:
HeaderComponent:
<header class=""flex justify-between mb-4""><h1 class=""text-lg font-bold"">Custom Field Builder</h1><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Save</button></header>
FieldTypeSelectorComponent:
<ul class=""list-none mb-4""><li><input type=""radio"" id=""text-field"" name=""field-type"" value=""text""/><label for=""text-field"">Text</label></li><li><input type=""radio"" id=""number-field"" name=""field-type"" value=""number""/><label for=""number-field"">Number</label></li><li><input type=""radio"" id=""date-field"" name=""field-type"" value=""date""/><label for=""date-field"">Date</label></li><!-- more field types will be rendered here --></ul>
FieldConfiguratorComponent:
<!-- field configuration fields will be rendered here based on the selected field type -->{children}"
Backdrop controls,"description:
The Backdrop Controls UI will feature a main control panel that provides users with interactive controls such as toggle switches or buttons. This overlay will appear above the application's main content area with a backdrop that dims the background to focus user attention on the control elements.
components:
- Backdrop: A standalone component that renders a semi-transparent layer between the main content and the control panel.
- ControlPanel: A standalone component that hosts the interactive controls like toggles or buttons.
html:
<!-- Main Container for Backdrop Controls --><div class=""relative z-10""><!-- Backdrop Overlay --><Backdrop/><!-- Control Panel with interactive controls --><ControlPanel/></div>
component html:
Backdrop:
<!-- Semi-transparent backdrop to dim the content behind the control panel --><div class=""fixed inset-0 bg-black bg-opacity-50""></div>
ControlPanel:
<!-- Container for holding the control elements --><div class=""absolute top-1/2 left-1/2 transform -translate-x-1/2 -translate-y-1/2 p-4 bg-white shadow-lg rounded-md""><button type=""button"" class=""py-2 px-4 bg-blue-500 text-white rounded hover:bg-blue-700"">Toggle</button><button type=""button"" class=""ml-4 py-2 px-4 bg-gray-300 text-gray-700 rounded hover:bg-gray-400"">Close</button></div>"
Comments,"description:
A comments section with a list of comments, each with a username, comment text, and a ""Like"" button.
components:
- Comment: (standalone): A single comment with a username, comment text, and a ""Like"" button
- CommentsSection: (takes children): A container for the list of comments
html:
<div class=""max-w-md mx-auto p-4 md:p-6 lg:p-12""><h2 class=""text-lg font-bold mb-4"">Comments</h2><CommentsSection><Comment/><Comment/><!-- Add more Comment components here --></CommentsSection></div>
component html:
Comment:
<div class=""flex mb-4""><img class=""w-8 h-8 rounded-full mr-4"" src=""{user_avatar_url}"" alt=""{username}'s profile picture""/><div class=""flex-1""><p class=""text-sm"">{username}</p><p class=""text-base"">{comment_text}</p><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Like</button></div></div>
CommentsSection:
<div class=""divide-y divide-gray-200"">{children}</div>"
Service offerings display,"description:
The UI should display a list of service offerings in a responsive, mobile-first layout. Each service offering should have a title, a brief description, and an icon. The layout should be accessible and SEO-friendly.
components:
- ServiceOfferingList: A component that takes children, which will be a list of `ServiceOfferingCard` components.
html:
<main class=""max-w-md mx-auto p-4 pt-6 md:p-6 lg:p-12""><h1 class=""text-3xl font-bold mb-4"">Our Services</h1><ServiceOfferingList><!-- Service offering cards will be rendered here --></ServiceOfferingList></main>
component html:
ServiceOfferingList:
<ul class=""flex flex-wrap justify-center mb-4"">{children}</ul>"
"Create a section that displays a list of related products with images, names, and prices","description:
The UI should display a list of related products in a grid layout, with each product showcased in a card-like format. The card should contain the product image, name, and price. The layout should be responsive, with the cards adjusting their size and arrangement based on the screen size. On smaller screens, the cards should stack vertically, while on larger screens, they should arrange in a grid with multiple columns.
components:
- RelatedProductsSection: (Takes Children): A container component that holds the list of related products.
html:
<RelatedProductsSection><!-- List of ProductCard components will be rendered here --></RelatedProductsSection>
component html:
RelatedProductsSection:
<section class=""max-w-md mx-auto lg:max-w-2xl xl:max-w-3xl p-4 lg:p-6""><h2 class=""text-2xl font-bold mb-4"">Related Products</h2><div class=""grid grid-cols-1 sm:grid-cols-2 md:grid-cols-3 lg:grid-cols-4 gap-4"">{children} </div></section>"
Product title text with a medium font size and medium font weight,"description:
The UI should have a clear and readable product title that stands out with a medium font size and medium font weight. The title should be easily readable on different screen sizes and should adapt to the available screen space.
components:
- ProductTitle: (Takes Children): A component that displays the product title with a medium font size and medium font weight. On smaller screens (sm:), the font size should be adjusted to ensure readability. On larger screens (lg:), the font size can be slightly larger to accommodate more screen space.
html:
<div class=""container mx-auto p-4""><ProductTitle>{product_title}</ProductTitle></div>
component html:
ProductTitle:
<span class=""text-lg md:text-xl font-medium"">{children}</span>"
Featured Video Poster,"description:
The UI should display a featured video poster with a background image, a title, a description, and a play button. The poster should be responsive and adjust to different screen sizes.
components:
- FeaturedVideoPoster: a standalone component that displays the featured video poster.
- PosterBackgroundImage: a standalone component that displays the background image of the poster.
- PosterTitle: a standalone component that displays the title of the video.
- PosterDescription: a standalone component that displays the description of the video.
- PlayButton: a standalone component that displays the play button.
html:
<div class=""max-w-md mx-auto""><FeaturedVideoPoster/></div>
component html:
FeaturedVideoPoster:
<div class=""relative mb-4""><PosterBackgroundImage/><div class=""absolute bottom-0 left-0 p-4""><PosterTitle/><PosterDescription/><PlayButton/></div></div>
PosterBackgroundImage:
<img src={video_poster_image_url} alt={video_title} class=""w-full h-64 object-cover object-center""/>
PosterTitle:
<h2 class=""text-lg font-bold"">{video_title}</h2>
PosterDescription:
<p class=""text-sm"">{video_description}</p>
PlayButton:
<button class=""px-4 py-2 bg-orange-500 text-white rounded"">Play</button>"
A call-to-action button with a white outline,"description:
The UI should be a simple call-to-action button with a white outline. The button should be prominent and easy to click on different screen sizes. The white outline should provide sufficient contrast with the background, making it accessible.
components:
- OutlineButton: (Takes Children): A button with a white outline that wraps around its child content.
html:
<div class=""flex justify-center""><OutlineButton>{children}</OutlineButton></div>
component html:
OutlineButton:
<button class=""bg-black hover:bg-gray-800 text-white py-2 px-4 border-2 border-white rounded"">{children}</button>"
Call-to-Action Buttons,"description:
The UI will feature three call-to-action (CTA) buttons, each designed with visually engaging styles and hover effects. These buttons will be centered on the page and will scale responsively for mobile devices.
components:
- ActionButton: Standalone component. This is a reusable button component styled with TailwindCSS for a consistent and attractive look.
html:
<div class=""flex flex-col items-center justify-center space-y-4 md:space-y-0 md:flex-row md:space-x-4 p-6""><ActionButton/><ActionButton/><ActionButton/></div>
component html:
ActionButton:
<button class=""bg-blue-500 text-white font-semibold py-2 px-4 rounded-lg shadow hover:bg-blue-600 transition-colors duration-300 focus:outline-none"">{button_text}</button>"
Search bar with a blue border and a magnifying glass icon,"description:
The search bar should have a prominent blue border to draw the user's attention. The magnifying glass icon should be placed inside the input field to hint to the user that it's a search function. The search bar should be responsive and adapt to different screen sizes.
components:
- SearchBar: (Takes Children): A text input field with a blue border and a magnifying glass icon inside the input field. On small screens, the input field should take up the full width, and the icon should be smaller. On medium screens and up, the input field should be narrower and the icon should be larger.
- MagnifyingGlassIcon: (Standalone): A small icon of a magnifying glass.
html:
<SearchBar><input type=""text"" placeholder=""Search...""/><MagnifyingGlassIcon/></SearchBar>
component html:
SearchBar:
<div class=""flex items-center border-2 border-blue-500 rounded-md p-2"">{children}</div>
MagnifyingGlassIcon:
<span class=""text-lg sm:text-xl md:text-2xl xl:text-3xl""><i class=""fas fa-search""></i></span>"
"A motivational quote component that displays a rotating quote on a black background with white, italicized text","description:
The UI should be a simple, yet striking component that displays a motivational quote on a black background with white, italicized text. The quote should rotate every few seconds to keep the user engaged and motivated. The component should be responsive, taking up the full width of the screen on mobile devices and scaling up to a maximum width on larger screens.
components:
- MotivationalQuote: (Standalone): Displays a motivational quote on a black background with white, italicized text. Rotates quotes every few seconds.
html:
<MotivationalQuote/>
component html:
MotivationalQuote:
<div class=""h-screen w-full bg-black text-white italic text-lg md:text-xl lg:text-2xl flex justify-center items-center""><blockquote class=""text-center"">{motivational_quote}</blockquote></div>"
On/off control that users can slide to change a setting or state,"description:
The UI should be a toggle switch that can be slid to change a setting or state. It should have a clear visual indicator of the current state (on or off) and be easily accessible on various devices and screen sizes.
components:
- ToggleSwitch: A standalone component that represents the toggle switch.
html:
<div class=""flex items-center mb-4""><!-- Label for the toggle switch --><label class=""mr-4"">{label}</label><ToggleSwitch/></div>
component html:
ToggleSwitch:
<!-- The toggle switch container --><div class=""inline-block align-middle transition duration-200 ease-in-out""><!-- The toggle switch button --><button aria-label=""Toggle Switch"" aria-checked={isChecked} class=""w-12 h-6 flex items-center justify-center rounded-full focus:outline-none focus:ring-2 focus:ring-offset-2""><!-- The slider button inside the toggle switch --><span class={`w-5 h-5 rounded-full shadow-md {isChecked ? 'bg-green-500' : 'bg-gray-400'}`}></span></button></div>"
